Totales Territoriales;Comunidades y Ciudades Autonomas;Ramas de actividad;periodo;Total
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2002;1.329.398
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2001;1.192.665
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2000;1.097.411
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2022 (A);69.829.687
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021 (P);63.835.884
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;58.663.128
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;64.220.115
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;62.425.422
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2017;60.397.896
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2016;58.271.372
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2015;56.697.862
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2014;54.240.789
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2013;53.967.113
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2012;53.968.833
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2011;55.767.991
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2010;56.767.263
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2009;56.303.675
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2008;58.358.648
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2007;56.108.957
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2006;52.068.958
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2005;48.048.435
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2004;44.312.068
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2003;41.192.359
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2002;38.484.522
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2001;36.054.603
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2000;33.464.463
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2022 (A);12.422.094
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2021 (P);10.956.424
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2020;9.535.378
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2019;10.374.129
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2018;10.352.977
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2017;10.033.037
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2016;9.394.685
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2015;9.433.513
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2014;8.991.990
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2013;9.465.540
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2012;9.299.842
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2011;9.783.808
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2010;9.866.667
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2009;9.846.266
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2008;11.289.384
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2007;10.541.261
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2006;9.821.218
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2005;9.056.115
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2004;8.487.339
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2003;8.090.903
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2002;7.588.178
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2001;7.068.794
Total Nacional;12 Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2000;6.731.417
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2022 (A);261.713.090
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021 (P);237.540.292
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;219.030.504
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;242.093.235
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;231.423.389
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2017;222.566.193
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2016;212.360.938
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2015;204.157.575
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2014;194.443.952
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2013;192.126.161
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2012;195.087.646
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2011;198.465.261
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2010;197.145.571
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2009;198.374.372
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2008;201.235.501
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2007;193.749.322
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2006;180.859.334
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2005;165.760.054
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2004;153.557.325
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2003;143.012.097
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2002;133.608.749
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2001;124.576.514
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2000;114.454.953
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2022 (A);27.369.095
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2021 (P);23.091.420
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2020;21.389.543
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2019;22.573.777
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2018;21.447.938
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2017;20.530.920
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2016;19.812.097
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2015;19.452.002
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2014;18.467.523
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2013;18.996.064
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2012;18.932.875
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2011;19.533.545
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2010;18.622.308
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2009;18.782.826
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2008;20.140.981
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2007;19.586.355
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2006;19.108.615
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2005;18.004.139
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2004;17.184.152
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2003;16.917.862
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2002;16.657.064
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2001;16.753.364
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2000;16.224.482
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2022 (A);35.809.533
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021 (P);32.719.230
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;29.775.480
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;32.319.250
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;31.094.181
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2017;30.540.937
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2016;29.366.951
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2015;28.508.914
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2014;26.740.315
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2013;26.590.483
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2012;26.507.201
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2011;27.236.069
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2010;27.912.742
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2009;27.670.321
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2008;29.098.291
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2007;27.985.381
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2006;25.934.032
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2005;23.863.104
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2004;21.773.122
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2003;20.261.446
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2002;18.638.319
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2001;17.141.718
Total Nacional;14 Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2000;15.717.410
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2022 (A);6.737.299
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2021 (P);5.608.933
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2020;4.816.771
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2019;5.306.154
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2018;5.105.053
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2017;5.195.295
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2016;4.990.286
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2015;4.929.824
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2014;4.406.261
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2013;4.380.550
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2012;4.317.241
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2011;4.340.364
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2010;4.317.930
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2009;4.109.658
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2008;4.472.541
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2007;4.304.785
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2006;4.034.133
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2005;3.823.278
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2004;3.507.323
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2003;3.331.835
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2002;3.163.194
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2001;3.016.523
Total Nacional;14 Murcia, Región de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2000;2.834.996
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2022 (A);22.595.257
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021 (P);20.518.471
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;18.937.439
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;20.873.397
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;20.063.495
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2017;19.528.931
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2016;18.743.492
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2015;18.153.613
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2014;17.518.122
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2013;17.248.361
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2012;17.281.353
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2011;17.942.160
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2010;17.973.969
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2009;17.896.504
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2008;18.517.376
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2007;17.766.300
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2006;16.661.235
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2005;15.517.494
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2004;14.431.131
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2003;13.529.155
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2002;12.718.187
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2001;11.918.713
Total Nacional;15 Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2000;11.177.110
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2022 (A);6.331.793
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2021 (P);5.498.025
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2020;5.096.618
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2019;5.608.308
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2018;5.401.327
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2017;5.332.752
